name	postindex	address	contact	latitude	longitude	unk1	unk2	image_url	unk3	unk4
10 ПЧ по охране г. Льгова ГУ &quot;1 Отряд ФПС по Курской области&quot;	53377	г. Льгов, ул. Комсомольская, 41	2-23-01 (подполковник вн. службы Фрундин Александр Викторович)	51.660613	35.263753	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-51 ГУ «5 ОФПС»	53215	г. Емва, ул. Полевая, 28<br />	(82139) 2-15-01 (Пищула Алексей Евгеньевич)	62.577762	50.873724	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 28 ОФПС по МО, ПЧ-5	53854	Сергиево-Посадский р-он, г.Краснозаводск, ул. Красной армии, д.1	926-130-65-09 (Назаров Сергей Анатольевич, капитан вн.сл., заместитель начальника части)	56.448190	38.217207	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ 28 ОФПС по МО, ПЧ-5	53856	Сергиево-Посадский р-он, г.Краснозаводск, ул. Красной армии, д.1	926-130-65-09 (Назаров Сергей Анатольевич, капитан вн.сл., заместитель начальника части)	56.448190	38.217207	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-18 ФКУ «ЦУКС ГУ МЧС России по Республике Калмыкия»	53272	Республика Калмыкия, г. Элиста, Ленина 395<br />	8 (84722) 6-52-72, 8 (84722) 6-20-14 (Власов Евгений Геннадьевич)	46.312698	44.226801	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 42 (Шумихинский район)	53387	г. Шумиха, ул. Гагарина, 6	8(35245) 2-13-62 (Мананкова Мария Викторовна, инспектор  по основной деятельности)	55.225902	63.283904	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
45 ПЧ Фатежского  района ППС Курской области	53517	г. Фатеж, ул. Советская,  17<br />	21101 (Долженков Александр Алексеевич)	52.085298	35.864402	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
45 ПЧ Фатежского  района ППС Курской области	53519	г. Фатеж, ул. Советская,  17<br />	21101 (Долженков Александр Алексеевич)	52.085298	35.864402	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 43 (Щучанский район)	53394	г. Щучье, улица Жукова ,33	8(35244) 2-37-35 (Косарева Галина Николаевна, инспектор  по основной деятельности)	55.220202	62.753898	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
17 ПЧ ФГКУ «3 отряд ФПС по Вологодской области»	53242	Вологодская область, Сокольский район, г.Сокол, ул.Советская, 89	(81733) 2-12-92 (заместитель начальника 17 ПЧ капитан внутренней службы Пахнин Евгений Иванович)	59.464100	40.110002	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ № 32 Федерального государственного казенного учреждения «14 ОФПС по Владимирской области»	53695	г. Собинка, ул. Некрасова, д. 1а	8-903-831-98-26 (Заместитель начальника ФГКУ «14 ОФПС по Владимирской области» подполковник вн. сл. Колчин А.В.)	55.988902	40.010801	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-12 по охране г. Сегежа ФГКУ «4 отряд ФПС по Республике Карелия»	53181	г. Сегежа ул. Гражданская д.15	(81431) 43490 (Крынник Сергей Анатольевич)	63.740402	34.317701	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-49	53910	г. Сатка, ул. 100-летия комбината «Магнезит», 7	8-351-61 4-33-30 (Начальник ДМИТРИЕВ Евгений Александрович)	55.070298	58.991700	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
21 ПЧ Беловского  района ППС Курской области	53403	Беловский район, сл. Белая, пл.Советская, строение 3	21101 (Гарбуз Валерий Николаевич)	51.573200	34.687996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
2-я  Пожарная часть ФГКУ «1-й отряд ФПС по РБ»	53133	г. Улан-Удэ, ул. Чертенкова, 40	8 (3012) 46-56-66 (Начальник пожарной части №2  Поплевин Иван Иннокентьевич)	51.857899	107.570003	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-25  ОФПС-2, п. Троицко-Печорск	53203	пгт. Троицко-Печорск, ул.Портовая, 3«а»	(82138)  9-71-46 (Яковлев Алексей Леонидович)	62.719900	56.166696	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «7 ОФПС по Челябинской области»	54005	г. Троицк, ул. Денисова, 3а	8-351-63 239-71-69, 2-07-97 (Начальник ТРУНОВ Вадим Викторович)	54.076101	61.539798	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-3, ФГКУ &quot;1 ОФПС по РБ&quot;	53153	г. Улан-Удэ, Пирогова 5а	8 (3012) 43-79-44 (и.о. начальника пожарной части - Посельский Алексей Владимирович)	51.804301	107.621998	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-31	54007	г. Троицк, ул. Денисова, 3а	8-351-63 2-01-65 (Начальник БОЧКАРЕВ Василий Павлович)	54.076101	61.539798	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
42 ПЧ Суджанского  района ППС Курской области	53505	г. Суджа, ул. Розы Луксембург, 15	21831 (Лукин Александр Михайлович)	51.192398	35.273302	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
42 ПЧ Суджанского  района ППС Курской области	53507	г. Суджа, ул. Розы Луксембург, 15	21831 (Лукин Александр Михайлович)	51.192398	35.273302	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ №6 ФГКУ «2 ОФПС по Белгородской области»	53846	г. Старый Оскол ул. Ерошенко, 3	8-951-131-43-83 (лейтенант внутренней службы  Шеховцов Юрий Петрович)	51.296402	37.884399	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-7 ФГКУ «3 отряд ФПС по Новгородской области»	53258	г. Старая Русса, ул. Яковлева д. 18<br />	Федоров Сергей Борисович	58.003202	31.376401	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
21 ПЧ Беловского  района ППС Курской области	53407	Беловский район, сл. Белая, пл.Советская, строение 3	21101 (Гарбуз Валерий Николаевич)	51.573200	34.687996	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
39 ПЧ Рыльского  района ППС Курской области	53493	г. Рыльск, ул.К.Либкнехта, 4	21312 (Осадчий Василий Иванович)	51.571599	34.684699	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
39 ПЧ Рыльского  района ППС Курской области	53495	г. Рыльск, ул.К.Либкнехта, 4	21312 (Осадчий Василий Иванович)	51.571599	34.684699	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 10 ФГКУ «2 ОФПС по Ярославской области»	53625	152911, г. Рыбинск, ул. Кулибина, 15	8 (4855) 29-62-21 (Суриков Дмитрий Николаевич)	58.051898	38.798498	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 10 ФГКУ «2 ОФПС по Ярославской области»	53627	152911, г. Рыбинск, ул. Кулибина, 15	8 (4855) 29-62-21 (Суриков Дмитрий Николаевич)	58.051898	38.798498	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
Пожарная часть № 15 по охране г. Родники и Родниковского района ФГКУ «10 отряд ФПС по Ивановской области»	53814	г. Родники, ул. Космонавтов, д. 1-а	8-920-677-23-09 (Гусев Андрей Юрьевич - Начальник части, старший лейтенант внутренней службы)	57.116698	41.701197	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-55 по охране г. Питкяранта ФГКУ «5 отряд ФПС по Республике Карелия»	53183	г. Питкяранта ул.Пионерская д.14	(81433) 45058 (Белов Алексей Анатольевич)	61.577502	31.472198	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-41 ГУ «4 ОФПС»	53211	г. Печора, ул. Ленинградская, 15	(82142) 3-13-96 (Сумароков Владимир Валерьевич)	65.113998	57.160601	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ФГКУ «8 ОФПС по Челябинской области»	54023	г. Касли, ул. Комсомольская, 25	8-351-49 2-55-20 (Начальник КАЗАКОВ Кирилл Владимирович)	55.896898	60.754401	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
ПЧ-60	54029	г. Касли, ул. Комсомольская, 25	8-351-49 2-55-20 (Начальник ШИРОКОВ Евгений Юрьевич)	55.896898	60.754401	0	 undefined	" ""/images/pojarka_small.png"""	 80	 58
